id,ret
323,"""Cruising limitations: constantly scan for people, objects, and other watercraft, and be alert for conditions that limit visibility or block your view.<PIC>Operate defensively at safe speeds and keep a safe distance. Do not follow directly behind other boats, spray people, make sharp maneuvers that others cannot predict, or operate in areas with submerged objects or shallow water. Ride within your limits and avoid aggressive maneuvers, rough water, bad weather, or poor visibility, because these increase the risk of loss of control, ejection, collision, injury, or death.<PIC>Check forecasts and the current weather before setting out.<PIC>"", [""Manual20_16"", ""Manual20_17"", ""Manual20_18""]"
324,"""Cruising limitations: constantly scan for people, objects, and other watercraft, and be alert for conditions that limit visibility or block your view.<PIC>Operate defensively at safe speeds and keep a safe distance. Do not follow directly behind other boats, spray people, make sharp maneuvers that others cannot predict, or operate in areas with submerged objects or shallow water. Ride within your limits and avoid aggressive maneuvers, rough water, bad weather, or poor visibility, because these increase the risk of loss of control, ejection, collision, injury, or death.<PIC>Check forecasts and the current weather before setting out.<PIC>"", [""Manual20_16"", ""Manual20_17"", ""Manual20_18""]"
325,"""Operation requirements: all riders must wear a Coast Guard-approved personal flotation device suitable for personal watercraft use. All riders must also wear a wetsuit bottom or equivalent protective clothing, because normal swimwear does not adequately protect against forceful water entry near the jet thrust nozzle; the PFD and wetsuit-bottom requirements are shown in the figure.<PIC>Eye protection is recommended for wind, water, and glare, and footwear and gloves are also recommended. Decide whether to wear a Snell- or DOT-standard helmet for recreational riding after considering both the protection benefits and the water-entry risks. Never operate the watercraft after consuming alcohol or taking drugs.<PIC>Before operating, perform the listed pre-operation checks. While the watercraft is moving, the operator and passenger should keep both feet in the footwell; do not carry a child whose feet cannot reach the footwell, and the passenger should firmly hold on to the operator as shown.<PIC>"", [""Manual20_19"", ""Manual20_20"", ""Manual20_21""]"
326,"""Watercraft characteristics: jet thrust turns the watercraft, so releasing the throttle greatly reduces steering ability above trolling speed. After the engine slows, the watercraft will not respond to handlebar input until you open the throttle again or reach trolling speed, so practice turning in open water. Before removing debris or weeds from the jet intake, stop the engine and remove the clip from the engine shut-off switch; the clip and switch are shown in the figure.<PIC>This craft is water-jet propelled and has no neutral position. Whenever the engine is running, jet thrust can produce some movement. Keep away from the intake grate while the engine is on, and keep long hair, loose clothing, straps, and similar items away from that area; the intake-grate location is shown in the figure.<PIC>"", [""Manual20_24"", ""Manual20_25""]"
327,"""When encountering other vessels, follow the Steering Rules to avoid collision. The three main situations are meeting head-on, crossing another vessel's path, and overtaking or being overtaken.<PIC>In the rule diagram, your watercraft is in the center. You must give way to vessels in the white area, while vessels in the shaded area must yield to you. In a meeting situation, both vessels should alter course to avoid each other."", [""Manual20_26""]"
328,"""To remove and install the seat, use the seat latch at the rear of the seat.<PIC>To remove it, pull the seat latch up and pull the seat off.<PIC>To install it, insert the projection on the front of the seat into the stay on the deck, then push the rear of the seat down until it locks securely.<PIC>Make sure the seat is secure before operating the watercraft."", [""Manual20_35"", ""Manual20_36"", ""Manual20_37""]"
329,"""To open the hood in daily use, push the hood latch down and lift the hood upward.<PIC>To close it, push the hood down until it locks in place.<PIC>After closing, always check that the hood is properly secured before operating the watercraft, because an unsecured hood can open or move while riding."", [""Manual20_38"", ""Manual20_39""]"
330,"""Fuel tank filler cap: turn the fuel tank filler cap counterclockwise to remove it, and make sure it is secured before operating the watercraft.<PIC>Oil tank filler cap: turn the oil tank filler cap counterclockwise to remove it, and make sure it is secured before operating the watercraft.<PIC>"", [""Manual20_40"", ""Manual20_41""]"
331,"""There are two engine stop controls. Engine stop switch: push the red button to stop the engine normally.<PIC>Engine shut-off switch: insert the clip on the end of the engine shut-off cord under the black switch before operation; the engine stops automatically when the clip is removed, such as if the operator falls off.<PIC>Always attach the engine shut-off cord to your wrist and the clip to the shut-off switch before starting. Remove the clip when the engine is not running to prevent accidental starting or unauthorized use.<PIC>"", [""Manual20_43"", ""Manual20_44"", ""Manual20_45""]"
332,"""Choke lever: starting a cold engine requires a richer air-fuel mixture. Move the lever in the ON direction to turn the choke on, and move it back to turn the choke off.<PIC>Throttle lever: squeeze the throttle lever to increase engine speed; release it to decrease engine speed or return to idle.<PIC>"", [""Manual20_46"", ""Manual20_47""]"
333,"""The Quick Shift Trim System (QSTS) selector is on the left handlebar grip and adjusts the watercraft trim angle by changing the jet thrust nozzle angle. It has five positions: two bow-down positions, neutral, and two bow-up positions. To change the trim angle, reduce engine speed to 3,000 r/min or less, squeeze the shift lock lever, turn the QSTS selector to the desired position, and release the lever to lock it.<PIC>Do not turn the QSTS selector while operating at full throttle, or the QSTS may be damaged.<PIC>"", [""Manual20_51"", ""Manual20_52""]"
334,"""Fuel meter: this meter is used as a convenient reference for checking fuel level while riding. It has eight segments showing the approximate fuel remaining in the tank; the segment indication can vary with operating conditions.<PIC>Hour meter: this meter helps you follow the maintenance schedule by showing total engine-operation hours since the watercraft was new. The elapsed time is retained even if the battery terminals are disconnected.<PIC>"", [""Manual20_58"", ""Manual20_59""]"
344,"""Fuel filter inspection: this watercraft uses a one-piece disposable fuel filter. Replace it after the initial 10 hours or first month, and then every 200 hours or 24 months, or whenever water is found in the filter. Have a Yamaha dealer replace it if necessary.<PIC>Do not try to replace the fuel filter yourself, because an incorrectly installed filter can leak gasoline and may cause fire or explosion. Fuel tank inspection: check the fuel tank for leakage or water in the tank. If water is found in the fuel system or the tank needs cleaning, have a Yamaha dealer service the watercraft.<PIC>"", [""Manual20_81"", ""Manual20_82""]"
345,"""To adjust the adjustable sponsons, remove the bolts on both sponsons.<PIC>Remove both sponsons, install them in the desired position, and make sure both sides are installed at the same level. Then tighten the bolts on both sponsons to the specified torque of 18 N.m (1.8 kgf.m, 13 ft.lb).<PIC>"", [""Manual20_83"", ""Manual20_84""]"
346,"""To clean the jet intake and impeller, first beach the watercraft and check the intake and impeller if weeds or debris cause cavitation, reduced jet thrust, or engine overheating. Always stop the engine before beaching the watercraft.<PIC>Before removing debris, shut the engine off and remove the clip from the engine shut-off switch; rotating jet-pump parts can cause severe injury or death. Turn the watercraft onto its port side on a clean cloth or carpet, support the bow so the handlebars are not damaged, then remove weeds or debris from around the drive shaft, impeller, pump housing, and jet thrust nozzle.<PIC>If debris is difficult to remove, consult a Yamaha dealer."", [""Manual20_85"", ""Manual20_86""]"
347,"""Starting in shallow water: do not start the engine in less than 60 cm (2 ft) of water; move to water deep enough, then board from the side or rear. Attach the engine shut-off cord to your left wrist, install the clip to the shut-off switch, grip the handlebars, place both feet in the footwell, start the engine, and start off.<PIC>Starting from a dock: board from the side, attach the shut-off cord and clip, push the watercraft away from the dock, grip the handlebars with both hands, place both feet in the footwell, start the engine, and start off.<PIC>"", [""Manual20_88"", ""Manual20_89""]"
348,"""Boarding with a passenger in deep water: do not apply throttle until the passenger is seated with both feet on the floor of the footwell and holding on to the operator. 1. The operator climbs aboard as described for boarding alone, sits astride the seat, attaches the engine shut-off cord to the wrist, and installs the clip to the shut-off switch. 2. Have the passenger move to the rear of the watercraft, get on board, and sit on the seat.<PIC>3. Both passenger and operator should balance the watercraft. The operator checks that the passenger's feet are on the floor of the footwell and that the passenger is securely holding on. 4. Start the engine, look in all directions, and accelerate to planing speed.<PIC>Before starting off, make sure there are no boats, obstructions, or swimmers around you.<PIC>"", [""Manual20_90"", ""Manual20_91"", ""Manual20_92""]"
349,"""If it is difficult to balance the watercraft at a standstill, first note that the total operator, passenger, and cargo weight must not exceed 160 kg (353 lb). 1. The passenger steadies the watercraft while the operator boards; the operator pulls onto the platform into a seating position and balances the craft.<PIC>2. Attach the lanyard to your left wrist, install the clip on the engine shut-off switch, start the engine, and keep it at idle. 3. The passenger pulls onto the platform, kneels down, then crawls onto the seat as the watercraft accelerates.<PIC>4. Accelerate to planing speed, then reduce the throttle to the desired running speed.<PIC>"", [""jetski_06"", ""jetski_07"", ""jetski_08""]"
350,"""This watercraft is designed to carry the operator and one passenger. Never exceed the maximum load limit or allow more than 2 persons to ride the watercraft at one time. Maximum load: 160 kg (353 lb). Load is the total weight of cargo, operator and passenger.<PIC>"", [""Manual20_15""]"
351,"""The base station overview shows one primary control button. A short press is used to find or page the registered handsets, which helps locate a handset around the home. Pressing and holding the same button puts the base station into handset registration mode so a handset can be registered to the base.<PIC>So, for normal daily use it is mainly a paging/find button, while a long press is for registration. If the handset cannot be found or needs registration, this button is the base-station control to start that process."", [""Manual22_18""]"
352,"""To connect the base station, first confirm that the power supply voltage matches the value printed on the back or underside of the phone, and use only the supplied power adapter.<PIC>If the phone line uses DSL service, install a DSL filter between the telephone line cord and the power socket to avoid noise and caller-ID problems. Connect the power adapter to the DC input jack on the bottom of the base station and to the wall power socket, then connect the line cord to the telephone socket on the base station and the telephone wall socket.<PIC>"", [""Manual22_21"", ""Manual22_22""]"
353,"""To install the handset, note that the batteries are already pre-installed. Before charging or using the handset, pull the battery tape out from the battery door.<PIC>After removing the tape, place the handset on the base station or charger so the batteries can charge normally before first use."", [""Manual22_23""]"
354,"""To check the battery level, look at the battery icon on the handset display; it shows the current battery level.<PIC>If the batteries are empty, the handset turns off. During a call, warning tones sound when the batteries are almost empty, and the call disconnects after the warning.<PIC>"", [""Manual22_28"", ""Manual22_29""]"
355,"""My handset is in searching status, what do I do? Make sure that the base station has power supply. Register the handset to the base station. Move the handset closer to the base station. If these solutions do not help, disconnect the power supply from both the handset and base station, then try again after 1 minute.<PIC>"", [""Manual22_60""]"
356,"""To set the handset LED indicator behavior, select [Menu] > [Phone setup] > [LED status] > [Events status] or [Charge status], then press [OK] to confirm. The setting is saved, and the table shows the current status for each LED indicator behavior on the handset.<PIC>"", [""Manual22_40""]"
357,"""The base-station LED table maps each LED behavior to message status. A steady-on LED means there is no new message and memory is not full, the handset is switched on, or the base is in paging mode. A flashing LED can mean there is a new message, an incoming call, recording of an incoming message or announcement, message playback, or remote access/listening from the handset. Fast flashing means there is no new message but memory is full, or the base station is in registration mode.<PIC>"", [""Manual22_46""]"
358,"""Lowering the Roll Bar Important: Lower the roll bar only when absolutely necessary. 1. Remove the hairpin cotters and remove the 2 pins ( Figure 9 ). 2. Lower the roll bar to the down position ( Figure 8 ). Note: There are 2 down positions; refer to Figure 8.<PIC>Figure 8 3. Install the 2 pins and secure them with the hairpin cotters ( Figure 9 )."", [""Manual23_32""]"
359,"""Rear-shock assemblies, suspension-system models only: the suspension system can be adjusted for a smoother and more comfortable ride. Move the rear two shock assemblies to the position that feels most comfortable. The slots have detent positions for reference, but the assemblies can be positioned anywhere in the slot, not only at the detents.<PIC>Always keep the left and right rear-shock assemblies in the same positions, then adjust them as shown with the seat-suspension knob.<PIC>"", [""Manual23_37"", ""Manual23_38""]"
360,"""Adjusting the Height of Cut For Machines with an Electric Deck Lift 1. Push up on the deck-lift switch ( Figure 31 ).<PIC>Figure 31 1. Push up to raise the deck. 2. Push down to lower the deck. 2. Select a hole in the height-of-cut bracket corresponding to the height of cut desired, and insert the pin ( Figure 32 ).<PIC>Figure 32 1. Height-of-cut pin 2. Height-of-cut bracket"", [""Manual23_55"", ""Manual23_56""]"
361,"""Loading the Machine: loading onto a trailer or truck can cause tip-over, so use extreme caution on the ramp. Back the machine up the ramp and drive it forward down the ramp; avoid sudden acceleration or deceleration. 1. Connect the trailer to the towing vehicle and connect safety chains; connect trailer brakes and lights if applicable. 2. Lower the ramp, keeping the angle between the ramp and ground at 15 degrees or less.<PIC>3. Back the machine up the ramp.<PIC>4. Shut off the engine, remove the key, engage the parking brake, and tie down the machine near the front caster wheels and rear bumper with straps, chains, cable, or ropes.<PIC>"", [""Manual23_63"", ""Manual23_64"", ""Manual23_65""]"
362,"""To unload the lawn mower from a trailer or truck, use a ramp and keep the ramp angle at 15 degrees or less.<PIC>Drive the machine forward down the ramp, keeping control and avoiding sudden acceleration or deceleration.<PIC>The related loading instructions warn that ramp work can cause tip-over, so the trailer should be connected securely and the operator should move slowly and deliberately. Do not rush the descent; the key points are a shallow ramp angle, forward travel down the ramp, and steady control."", [""Manual23_63"", ""Manual23_64""]"
363,"""Changing the engine oil: 1. Start the engine and let it run for 5 minutes so the oil drains better. 2. Park with the drain side slightly lower, disengage the blade-control switch (PTO), engage the parking brake, shut off the engine, remove the key, and wait for all moving parts to stop. 3. Drain the oil from the engine (Figure 49).<PIC>4. Slowly pour about 80 percent of the specified oil into the filler tube, then add more oil until it reaches the Full mark (Figure 50).<PIC>5. Start the engine, drive to a flat area, and check the oil level again."", [""Manual23_75"", ""Manual23_76""]"
364,"""Removing the Filters 1. Park the machine on a level surface, disengage the blade-control switch (PTO), and engage the parking brake. 2. Shut off the engine, remove the key, and wait for all moving parts to stop before leaving the operating position. 3. Release the latches on the air cleaner and pull the air-cleaner cover off the air-cleaner body ( Figure 46 ).<PIC>Figure 46 1. Air-cleaner body 4. Air-cleaner cover 2. Primary filter 5. Safety filter 3. Latch 4. Clean the inside of the air-cleaner cover with compressed air. 5. Gently slide the primary filter out of the air-cleaner body ( Figure 46 ). Note: Avoid knocking the filter into the side of the body. 6. Remove the safety filter only to replace it."", [""Manual23_72""]"
365,"""Replacing the Mower Belt: 1. Park on a level surface, disengage the blade-control switch (PTO), engage the parking brake, shut off the engine, remove the key, and wait for all moving parts to stop. 2. Lower the mower to the 76 mm (3 inch) height of cut. 3. Remove the belt covers (Figure 73).<PIC>4. Use a 3/8-inch ratchet in the square hole in the idler arm to remove tension on the idler spring; remove the belt from the mower-deck pulleys and clutch pulley, remove the belt guide, and remove the existing belt. 5. Install the new belt around the mower pulleys and clutch pulley under the engine (Figure 74).<PIC>6. Reinstall the belt guide, use the ratchet to install the idler spring with spring ends seated in the anchor grooves, and install the belt covers (Figure 75).<PIC>"", [""Manual23_99"", ""Manual23_100"", ""Manual23_101""]"
366,"""Control Set-Up lets you change the microwave's default beep sound, clock display, display scroll speed, and defrost-weight unit. The setup chart shows the available choices: sound on/off, clock on/off, slow/normal/fast scroll speed, and pounds or kilograms for defrost weight.<PIC>For example, to change the defrost weight mode from pounds to kilograms, touch Control Set-Up, touch number 4 for LBS/KG choice, then touch number 2 for KG.<PIC>"", [""Manual24_9"", ""Manual24_10""]"
367,"""Light Timer lets you set the microwave's low light to turn on and off automatically at the same times every day until the setting is reset. For example, to turn it on at 2:00 AM and off at 7:00 AM: touch Light Timer, choose AM/PM, enter 2-0-0, touch Light Timer again, choose AM/PM, enter 7-0-0, then touch Start.<PIC>To reset the on/off time, repeat the setting steps. To cancel the Light Timer, touch Light Timer, then touch Stop/Clear; if the timer is operating, touch the Light HI/LO/Off pad.<PIC>"", [""Manual24_11"", ""Manual24_12""]"
368,"""Favorite Recipe stores one cooking instruction in memory so it can be recalled quickly. To program a 2-minute cooking recipe, touch Favorite Recipe, enter the cook time by pressing 2-0-0, then touch Start; the display begins counting down.<PIC>To recall the custom recipe later, touch Favorite Recipe and then touch Start.<PIC>When cooking is finished, four beeps sound and END appears; the power level defaults to Hi but can be modified."", [""Manual24_16"", ""Manual24_17""]"
369,"""REHEAT(SENSOR) Reheat lets you heat foods without needing to program times and Power Levels. Reheat has preset Power Levels for 3 categories: Casserole,Dinner Plate and Soup/Sauce<PIC>Example: To reheat Casserole<PIC>·When the cook time is over, you will hear four beeps and ENDwill display. ·Recommended amounts:<PIC>"", [""Manual24_29"", ""Manual24_30"", ""Manual24_31""]"
370,"""Auto Defrost: the microwave has three preset defrost sequences, and Auto Defrost is the recommended way to defrost frozen foods.<PIC>For example, to defrost 1.2 lb of ground beef, follow the Auto Defrost example shown in the display sequence.<PIC>When START is touched, the display changes to a defrost-time countdown. The oven beeps during the cycle; open the door, turn, separate, or rearrange the food, remove thawed portions, then return frozen portions to the oven and touch START to resume."", [""Manual24_32"", ""Manual24_33""]"
371,"""Clean the grease filter often, at least once a month. To remove it, slide the filter to the side, pull it downward, then push it to the other side so it drops out.<PIC>Wash the filter in a dishwasher or soak it in hot water with mild detergent; rinse well and shake it dry. Do not use ammonia, and note that aluminum may darken in a dishwasher.<PIC>To reinstall, slide the filter into the side slot, then push it up and toward the oven center until it locks.<PIC>"", [""Manual24_47"", ""Manual24_48"", ""Manual24_49""]"
372,"""Charcoal filter replacement: if the oven is vented inside, replace the charcoal filter every 6 to 12 months, or more often if necessary; the charcoal filter cannot be cleaned. 1. Unplug the oven or turn off power at the main power supply. 2. Remove the two vent grill mounting screws.<PIC>3. Tip the grill forward, lift it out, and remove the old filter.<PIC>4. Slide a new charcoal filter into place; it should rest at the angle shown.<PIC>5. Slide the bottom of the grill into place, push the top until it snaps into place, replace the mounting screws, turn the power back on, and set the clock."", [""Manual24_50"", ""Manual24_51"", ""Manual24_52""]"
373,"""To replace the oven light, unplug the oven or turn off power at the main supply. Remove the two middle vent-cover mounting screws, tip the cover forward, and lift it out.<PIC>Remove the bulb holder.<PIC>Lift up the bulb holder, replace the bulb with a 30 or 40 watt appliance bulb, then reinstall the holder.<PIC>Slide the bottom of the vent cover into place, push the top until it snaps in, replace the mounting screws, restore power, and plug in the oven or reset the clock as needed."", [""Manual24_54"", ""Manual24_55"", ""Manual24_56""]"
374,"""PCI Express 3.0 x16 slots: the motherboard has three PCI Express 3.0 x16 slots that support PCI Express 3.0 x16 graphics cards.<PIC>In single VGA-card mode, use the gray PCIe 3.0 x16_1 slot for better graphics-card performance. Provide sufficient power when running some modes, and connect a chassis fan to CHA_FAN1/2/3 when using multiple graphics cards for a better thermal environment."", [""Manual25_31""]"
375,"""The motherboard jumpers include Clear RTC RAM (2-pin CLRTC), which clears the CMOS Real Time Clock memory containing date, time, and system setup parameters such as passwords.<PIC>To erase RTC RAM, turn off the computer and unplug the power cord, short the two pins with a metal object such as a screwdriver, then plug in the power cord and turn on the computer. Hold Delete during boot to enter BIOS and re-enter the setup data. If this does not work, remove the onboard battery and short the pins again, then reinstall the battery.<PIC>For a hang caused by overclocking, you normally do not need to clear RTC; reboot and let CPU Parameter Recall reset settings to default."", [""Manual25_33"", ""Manual25_34""]"
376,"""Rear panel connectors include PS/2 mouse/keyboard, DisplayPort, VGA, LAN (RJ-45), analog audio ports, optical S/PDIF, USB 3.1 Type-A, USB 3.1 Type-C, USB 3.0, DVI-D, HDMI, and USB 2.0 ports.<PIC>The LAN port supports Gigabit LAN connection through a network hub.<PIC>Its LED indications are shown in the manual.<PIC>The orange, black, light-blue, lime, and pink audio jacks are used for center/subwoofer, rear speaker out, line in, line out/front speaker out, and microphone, depending on the 2, 4.1, 5.1, or 7.1-channel configuration.<PIC>"", [""Manual25_35"", ""Manual25_36"", ""Manual25_37"", ""Manual25_38""]"
377,"""Onboard LED settings include the Standby Power LED and Model name LEDs. The Standby Power LED lights when the system is on, in sleep mode, or in soft-off mode, reminding you to shut down and unplug the power cable before changing motherboard components.<PIC>The Model name LEDs are five small LEDs below the printed model name and can light in different modes.<PIC>You can turn them off or change their modes from BIOS at Advanced > Onboard Devices Configuration > Model Name LED Lighting, or through the LED Control app in Ai Suite 3.<PIC>"", [""Manual25_54"", ""Manual25_55"", ""Manual25_56""]"
378,"""EZ Flash 3 updates the BIOS without an OS-based utility. Before updating, load BIOS default settings for compatibility and stability, and check the Internet connection if updating online.<PIC>To update, enter Advanced Mode in BIOS, open Tool > EZ Flash 3 Utility, and press Enter. For USB update, insert a FAT32/16 single-partition USB flash drive containing the latest BIOS file, select by USB, choose the drive and BIOS file, then start the update. For Internet update, select by Internet, choose the connection method, and follow the on-screen instructions. Reboot after the update finishes, and do not shut down or reset the system during the update."", [""Manual25_61""]"
379,"""To create RAID, open EZ Tuning Wizard from BIOS by pressing F11 or clicking its icon, then click RAID and choose Yes to enable RAID. Before continuing, make sure the HDDs do not already contain RAID volumes and are connected to Intel SATA connectors. Select the available HDDs and click Next.<PIC>Choose the storage type: Easy Backup or Super Speed, then click Next.<PIC>For Easy Backup, select RAID1 or RAID10; RAID10 is available only when four HDDs are connected.<PIC>For Super Speed, select RAID0 or RAID5, then continue.<PIC>After selecting the RAID type, click Yes to create it, then click Yes and OK to exit setup and reset the system."", [""Manual25_72"", ""Manual25_73"", ""Manual25_74"", ""Manual25_75""]"
380,"""Method 1 uses a SATA optical drive and a USB device to load USB 3.0 drivers from the support DVD while installing OS 7. Required items are the support DVD, OS 7 installation source, one SATA ODD, and one USB ODD or storage device; a USB storage device should be 8 GB or larger and formatted before use. Insert the OS 7 installation DVD into a USB ODD, or copy all OS 7 installation files to a USB storage device, then connect it to the 100 series platform. Insert the support DVD into the SATA ODD, power on, and press F8 during POST to enter the boot screen and select the USB device.<PIC>The USB 3.0 driver loads automatically during installation startup; when the driver is loaded correctly, the Setup is starting screen appears. Then follow the on-screen instructions to complete OS 7 installation.<PIC>"", [""Manual25_87"", ""Manual25_88""]"
381,"""To secure the motherboard to the chassis, place screws into the nine screw holes indicated by circles in the diagram.<PIC>Orient the board so the side marked in the illustration faces the rear of the chassis. Tighten the screws enough to hold the board securely, but do not over-tighten them because that can damage the motherboard."", [""Manual25_6""]"
382,"""CPU installation preparation: this motherboard uses a surface-mount LGA1151 socket for 6th Generation processors.<PIC>Unplug all power cables before installing the CPU. Install only an LGA1151 CPU; do not install LGA1150, LGA1155, or LGA1156 CPUs in this socket. Before installation, check that the PnP cap is on the socket and that socket contacts are not bent; contact the retailer if the cap, contacts, or motherboard components are damaged. Keep the cap after installing the motherboard because RMA service requires the cap on the LGA1151 socket."", [""Manual25_9""]"
383,"""System memory: this motherboard has four DDR4 DIMM sockets. DDR4 modules are notched differently from DDR, DDR2, and DDR3 modules, so do not install older memory types in the DDR4 slot. DIMM voltage below 1.65 V is recommended to protect the CPU.<PIC>You may install 2 GB, 4 GB, 8 GB, and 16 GB unbuffered non-ECC DDR4 DIMMs; use the recommended memory population shown in the manual.<PIC>Different memory sizes may be installed in Channel A and Channel B; the system maps the lower-sized channel for dual-channel operation and any excess from the larger channel for single-channel operation."", [""Manual25_18"", ""Manual25_19""]"
384,"""1. Serial port connector (10-1 pin COM) This connector is for a serial (COM) port. Connect the serial port module cable to this connector, then install the module to a slot opening at the back of the system chassis.<PIC>Serial port (COM) connector The COM module is purchased separately."", [""Manual25_39""]"
385,"""2. TPM connector (14-1 pin TPM) This connector supports a Trusted Platform Module (TPM) system, which securely store keys, digital certificates, passwords and data. A TPM system also helps enhance the network security, protects digital identities, and ensures platform integrity.<PIC>TPM connector"", [""Manual25_40""]"
386,"""The Thermal Sensor connector, labeled T_SENSOR and using a 2-pin header, is for connecting a thermistor cable. With that cable installed, the motherboard can monitor the temperature of critical motherboard components or connected devices selected by the user.<PIC>It is therefore a monitoring connector, not a power connector; connect only the appropriate thermal sensor cable. Use it when you need an additional temperature reading for thermal monitoring, especially around components whose temperature is important to system stability."", [""Manual25_43""]"
387,"""Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quick-cooking vegetables and delicate seafood! What to do Press the quick release button down until it clicks and locks into the Vent position.<PIC>What to expect When pressed down, a jet of steam ejects through the top of the steam release valve. This is normal! When pressure has been fully released, the float valve drops into the lid.<PIC>"", [""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]"
388,"""The pressure cooking lid is used for Pressure Cook, Sauté, Slow Cook, Steam, and Sous Vide programs.<PIC>To remove it, grip the lid handle, turn the lid counterclockwise until the lid symbol aligns with the cooker-base symbol, then lift the lid up and off toward your body.<PIC>To close it, align the lid symbol with the cooker-base symbol, lower the lid onto the track, and turn it clockwise until the symbols align in the closed position.<PIC>"", [""Manual30_11"", ""Manual30_12"", ""Manual30_13""]"
389,"""The float valve shows whether the multi-use pressure cooker and air fryer is pressurized. When the float valve has popped up above the lid surface, the cooker is pressurized and the lid must not be forced open.<PIC>When the float valve has dropped and the top is flush with the lid, the cooker is depressurized.<PIC>The float valve and silicone cap must be installed before use because they work together to seal pressurized steam; do not touch the float valve during operation."", [""Manual30_17"", ""Manual30_18""]"
390,"""The anti-block shield is part of the pressure-cooking lid. It helps prevent food particles from coming up through the steam release pipe and assists with pressure regulation. Because it is integral to product safety, it must be in place for pressure cooking.<PIC>"", [""Manual30_19""]"
391,"""To set the steam release valve, place it loosely on the steam release pipe as shown; it is designed to sit loose, not lock rigidly in place. During pressure release, steam ejects from the top of this valve, so keep hands, face, and exposed skin away from it.<PIC>Do not cover or block the steam release valve in any way, because it is an essential safety part for pressure cooking."", [""Manual30_15""]"
392,"""To set the anti-block shield, first remove it for cleaning by gripping the lid like a steering wheel and pressing firmly on the side of the shield with your thumbs until it pops off the prongs underneath.<PIC>To reinstall it, place the anti-block shield over the prongs and press down until it snaps into position. Do not operate the pressure cooker without the anti-block shield installed.<PIC>"", [""Manual30_34"", ""Manual30_35""]"
393,"""For the float valve and silicone cap, remove the float valve by placing one finger on the flat top of the float valve, turning the lid over, detaching the silicone cap from the bottom side, and lifting the float valve out from the top of the lid. Do not discard either part.<PIC>To install it, drop the narrow end of the float valve into the float-valve hole on top of the lid, hold the flat top with one finger, turn the lid over, and firmly attach the silicone cap to the bottom of the float valve. Do not operate the pressure cooker unless the float valve and silicone cap are properly installed in the pressure-cooking lid.<PIC>"", [""Manual30_36"", ""Manual30_37""]"
394,"""The condensation collector sits at the back of the cooker base and catches overflow from the condensation rim. It should be installed before cooking, then emptied and rinsed after each use. To install it, align the collector grooves over the tabs on the back of the cooker base and slide the collector into place.<PIC>"", [""Manual30_38""]"
395,"""To install the sealing ring, place it over the sealing-ring rack and press it into place. Press down firmly to prevent puckering. When installed correctly, the sealing ring sits snugly behind the sealing-ring rack and should not fall out when the lid is turned over.<PIC>"", [""Manual30_31""]"
396,"""To remove the silicone sealing ring, grip the edge of the silicone and pull the sealing ring out from behind the circular stainless-steel sealing-ring rack. After removing it, inspect the steel rack to make sure it is centered, secured, and even in height all the way around the lid. Do not try to repair a deformed sealing-ring rack. The sealing ring is easiest to remove and install when it is wet and soapy.<PIC>"", [""Manual30_30""]"
397,"""The sealing ring creates the air-tight seal between the pressure-cooking lid and the inner pot when the lid is closed. It must be installed before using the cooker, and only one sealing ring should be installed in the lid at a time.<PIC>Because silicone can absorb strong aromas and flavors, keeping extra sealing rings on hand helps prevent flavor transfer between different dishes."", [""Manual30_16""]"
398,"""The steam release valve sits loosely on the steam release pipe and releases steam from the top when the cooker depressurizes. It is required for pressure cooking and is part of the product's safety system.<PIC>Do not cover, block, or place anything over the steam release valve; keep exposed skin away from the steam path during release."", [""Manual30_15""]"
399,"""The quick release button controls the steam release valve, which determines whether pressure is held or released.<PIC>For quick release, press the button down until it clicks and locks into the Vent position; steam ejects from the top of the steam release valve until pressure is released and the float valve drops.<PIC>Do not twist the quick release button beyond the small sealing/venting movement described in the manual; use the listed venting methods for safe depressurization."", [""Manual30_14"", ""multi-use_pressure_cooker_and_air_fryer_01""]"
400,"""Natural Release, also called NR or NPR, means cooking stops gradually while the temperature inside the cooker drops and the cooker depressurizes naturally over time.<PIC>Use Natural Release for high-starch foods such as soups, stews, chilis, pasta, oatmeal, and congee, or foods that expand during cooking such as beans and grains. Leave the cooker undisturbed until pressure has come down and it is safe to open the lid."", [""Manual30_9""]"
401,"""Robot anatomy overview: the vacuum body is shown as a round robot cleaner with the main top controls and front bumper area.<PIC>Top view labels include the iAdapt Localization Camera, handle, and bin release button.<PIC>The buttons and indicators include CLEAN, DOCK, SPOT, Wi-Fi indicator, troubleshooting indicator, battery indicator, full-bin indicator, and Dirt Detect indicator.<PIC>The bottom view identifies the debris extractors, extractor caps, dust bin, extractor frame and release tabs, side brush, charging contacts, and floor tracking sensor.<PIC>"", [""Manual32_0"", ""Manual32_1"", ""Manual32_2"", ""Manual32_3""]"
